batch,case,cells,directions,grid,reference_case,reference_cells,reference_directions,reference_map,reference_max_distance,reference_mean_distance,rep,rsi_batch_cap_requested,rsi_batch_capacity_actual,rsi_cache_gib_s,rsi_cache_hits,rsi_cache_misses,rsi_cache_read_bytes,rsi_cache_s,rsi_cache_wall_s,rsi_direction_h2d_bytes,rsi_h2d_bytes,rsi_h2d_gib_s,rsi_h2d_s,rsi_iterations,rsi_mcell_sweeps_per_s,rsi_parallel_efficiency_mcell_sweeps_s,rsi_plan_s,rsi_samples_per_s,rsi_sweep_blocks,rsi_sweep_launches,rsi_sweep_logical_threads,rsi_sweep_s,rsi_sweep_samples_per_s,rsi_sweep_threads_per_block,rsi_tail_max_abs_vs_reference,rsi_tail_rel_l2_vs_reference,rsi_total_s,rsi_vs_si_parallel_efficiency_gain,rsi_vs_si_speedup,samples,si_cache_gib_s,si_cache_read_bytes,si_cache_s,si_h2d_bytes,si_h2d_gib_s,si_h2d_s,si_iterations,si_mcell_sweeps_per_s,si_parallel_efficiency_mcell_sweeps_s,si_plan_s,si_rel_l2_vs_reference,si_sweep_blocks,si_sweep_launches,si_sweep_logical_threads,si_sweep_s,si_sweep_threads_per_block,si_total_s,sn
256,10k_s70_r4096_b256_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,2.326755608850098,56750.0,0.0,2120094416.0,12.5355,0.848603,393216.0,2116746166.0,3.002826309472515,0.656506,24.0,835.0459057622604,835.0459057622604,1.19801,1623.592833359759,14565888.0,56898.0,3728867328.0,1.08152,3787.2623714771803,256.0,0.01663800000000004,0.020225927053034068,2.5228,0.5483981677588557,0.2738897257016014,4096,1.6206462509918833,188166512.0,0.108132,187989152.0,2.0935998191991514,0.0836256,14.0,1522.7000286577374,1522.7000286577374,0.225481,0.016652569720103882,70560.0,560.0,18063360.0,0.425714,256.0,0.690969,70
64,10k_s70_r4096_b64_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,2.0758043890664126,84696.0,0.0,3164115196.0,19.6393,1.4196,393216.0,3159118132.0,2.857823656116678,1.02951,24.0,265.14982017398347,265.14982017398347,1.27928,787.2093850118869,14292864.0,223326.0,3658973184.0,3.40607,1202.5589609138979,256.0,0.01663800000000004,0.020225927053034068,5.20319,0.18477686564736195,0.14763385538486967,4096,1.4222134606858872,188166512.0,0.123219,187989152.0,1.8519088956512413,0.0945395,14.0,1434.973037587993,1434.973037587993,0.255643,0.016652569720103882,70560.0,560.0,18063360.0,0.45174,256.0,0.768167,70
128,10k_s70_r512_b128_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,1.1094236628712932,9225.0,0.0,344633696.0,4.30421,0.289308,49152.0,344089421.0,2.924582888857478,0.109574,24.0,598.4153343793732,598.4153343793732,0.460855,739.0641600073906,1797376.0,14042.0,460128256.0,0.188648,2714.049446588355,256.0,0.034129999999999994,0.035814724642558755,0.692768,0.4111406421692548,1.0429494433923043,512,1.6232432720963916,188166512.0,0.107959,187989152.0,1.9701697191395517,0.0888647,14.0,1455.5003154687463,1455.5003154687463,0.231782,0.016652569720103882,70560.0,560.0,18063360.0,0.445369,256.0,0.722522,70
256,10k_s70_r512_b256_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,0.7071642628501548,7142.0,0.0,266816108.0,5.30225,0.351392,49152.0,266394730.0,2.878444056510859,0.0861922,24.0,859.2032514137409,859.2032514137409,0.503371,767.6346059275785,1814016.0,7086.0,464388096.0,0.131389,3896.825457230057,256.0,0.034129999999999994,0.035814724642558755,0.666984,0.579557354302794,1.1045632279035178,512,1.5270053973166815,188166512.0,0.114763,187989152.0,1.7413299885662905,0.100543,14.0,1482.5163463715514,1482.5163463715514,0.25162,0.016652569720103882,70560.0,560.0,18063360.0,0.437253,256.0,0.736726,70
64,10k_s70_r512_b64_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,0.8427650035024884,10576.0,0.0,395107216.0,6.34185,0.436625,49152.0,394483232.0,2.8609229250712533,0.128417,24.0,239.6644311545051,239.6644311545051,0.394644,546.6557904941683,1781952.0,27843.0,456179712.0,0.471033,1086.9726749505874,256.0,0.034129999999999994,0.035814724642558755,0.936604,0.15955945487361398,0.7503790289172372,512,1.6475694111056676,188166512.0,0.106365,187989152.0,2.0269139207406206,0.0863769,14.0,1502.0384178696386,1502.0384178696386,0.22695,0.016652569720103882,70560.0,560.0,18063360.0,0.43157,256.0,0.702808,70
128,10k_s70_r64_b128_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,64.0,0.36719944228814183,1317.0,0.0,49203848.0,1.87748,0.124795,6144.0,49126145.0,2.785781827401791,0.0164235,24.0,370.4523008828649,370.4523008828649,0.16519,303.0001751719763,223424.0,3491.0,57196544.0,0.0380919,1680.1472229004066,256.0,0.07021500000000003,0.09196503692965945,0.211221,0.25934386786356445,3.3841710814739066,64,1.7214679948943932,188166512.0,0.101799,187989152.0,2.199064762173215,0.079615,14.0,1428.421284584806,1428.421284584806,0.21567,0.016652569720103882,70560.0,560.0,18063360.0,0.453812,256.0,0.714808,70
256,10k_s70_r64_b256_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,64.0,0.7050456633071723,1317.0,0.0,49203848.0,0.958321,0.0649953,6144.0,49126145.0,2.899164058647842,0.0157812,24.0,398.67755706298334,398.67755706298334,0.0977932,453.7140750613223,223424.0,3491.0,57196544.0,0.0353951,1808.1598865379672,256.0,0.07021500000000003,0.09196503692965945,0.141058,0.27677454181607103,5.104205362333225,64,1.6783546307224542,188166512.0,0.104414,187989152.0,2.0506402862630146,0.0853775,14.0,1440.4415754680294,1440.4415754680294,0.22421,0.016652569720103882,70560.0,560.0,18063360.0,0.450025,256.0,0.719989,70
64,10k_s70_r64_b64_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,0.327328312239983,1317.0,0.0,49203848.0,2.1078,0.139996,6144.0,49126145.0,2.850343447175237,0.0160515,24.0,249.12358876128772,249.12358876128772,0.183125,257.0229513463585,223424.0,3491.0,57196544.0,0.0566435,1129.873683653023,256.0,0.07021500000000003,0.09196503692965945,0.249005,0.16395735375368645,2.82458986767334,64,1.553055889082174,188166512.0,0.112838,187989152.0,1.9951447545012555,0.0877523,14.0,1519.4413855663145,1519.4413855663145,0.236891,0.016652569720103882,70560.0,560.0,18063360.0,0.426627,256.0,0.703337,70
128,10k_s70_r8_b128_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,8.0,1.3007686925006499,0.0,0.0,7019204.0,0.0050256,0.0,768.0,7012600.0,2.2247329148252692,0.00293563,24.0,50.59356015626345,50.59356015626345,0.0116311,156.79725918390946,26600.0,3325.0,6809600.0,0.0348642,229.46174012310624,256.0,0.136323,0.21737217464066824,0.0510213,0.03479412657554461,13.79508166197255,8,1.672939136362593,188166512.0,0.104752,187989152.0,2.221205675621348,0.0788214,14.0,1454.0833507176935,1454.0833507176935,0.216524,0.016652569720103882,70560.0,560.0,18063360.0,0.445803,256.0,0.703843,70
256,10k_s70_r8_b256_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,8.0,0.4475410864139487,0.0,0.0,7019204.0,0.0146068,0.0,768.0,7012600.0,2.1686410653443744,0.00301156,24.0,31.94610160282532,31.94610160282532,0.0251508,92.55617002568434,26600.0,3325.0,6809600.0,0.055215,144.88816444806665,256.0,0.136323,0.21737217464066824,0.086434,0.022533165036366806,8.554261054677557,8,1.6007355007193687,188166512.0,0.109477,187989152.0,1.9632547266908715,0.0891777,14.0,1417.736991286699,1417.736991286699,0.234457,0.016652569720103882,70560.0,560.0,18063360.0,0.457232,256.0,0.739379,70
64,10k_s70_r8_b64_rep1,9187.0,5040,10k,10k_s316_r8192_b128_rep1,9187.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,8.0,0.0,0.0,0.0,0.0,4.1993e-05,0.0,768.0,7012600.0,2.1216645507655363,0.00307824,24.0,41.362892370898074,41.362892370898074,0.0349302,96.7140202688408,26600.0,3325.0,6809600.0,0.0426446,187.59702283524763,256.0,0.136323,0.21737217464066824,0.0827181,0.026651156093771836,12.213046479549217,8,0.400815429401933,188166512.0,0.437218,187989152.0,2.021029374205463,0.0866284,14.0,1552.0111857573133,1552.0111857573133,0.560986,0.016652569720103882,70560.0,560.0,18063360.0,0.417674,256.0,1.01024,70
128,30k_s100_r1024_b128_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,1.9475588632404959,21221.0,0.0,3117482472.0,22.3931,1.49078,98304.0,3116230433.0,3.0574646315530356,0.949223,24.0,75.72995361334313,75.72995361334313,1.73362,72.48685114003979,19725728.0,51567.0,5049683968.0,11.8353,86.52083174908958,256.0,0.012234000000000023,0.0163898083363668,14.1267,0.5001558434329093,2.616265652983358,1024,1.5897526350327864,1498199280.0,0.877688,1497840360.0,2.7196476289629166,0.512924,14.0,151.41271387245425,151.41271387245425,1.58339,0.009222865609003318,143304.0,1708.0,36614144.0,34.3955,256.0,36.9592,100
256,30k_s100_r1024_b256_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,1.0504278582619482,18492.0,0.0,2716575424.0,35.7647,2.40855,98304.0,2715484396.0,3.0717259645005943,0.823313,24.0,80.99610692403623,80.99610692403623,2.15518,74.81005260081824,18792256.0,24667.0,4810612736.0,11.0658,92.53736738419275,256.0,0.012234000000000023,0.0163898083363668,13.688,0.5248501743049331,2.6533971361776736,1024,1.5643084370407956,1498199280.0,0.891964,1497840360.0,2.6859039071297715,0.519368,14.0,154.32233976353456,154.32233976353456,1.60873,0.009222865609003318,143304.0,1708.0,36614144.0,33.747,256.0,36.3197,100
64,30k_s100_r1024_b64_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,1.9971472197590898,22856.0,0.0,3357669284.0,23.172,1.56577,98304.0,3356320780.0,2.9986735514821863,1.0424,24.0,62.95341953881706,62.95341953881706,1.94195,60.892937846388044,20043896.0,104613.0,5131181056.0,14.2373,71.92374958735154,256.0,0.012234000000000023,0.0163898083363668,16.8164,0.4357237454202882,2.333858614209938,1024,1.0324898703097944,1498199280.0,1.3514,1497840360.0,2.6063730165730754,0.535216,14.0,144.48012117883033,144.48012117883033,2.13019,0.009222865609003318,143304.0,1708.0,36614144.0,36.0459,256.0,39.2471,100
128,30k_s100_r4096_b128_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,2.987418588464464,85033.0,0.0,12491873680.0,58.6945,3.89432,393216.0,12486856733.0,3.0747588854661023,3.78218,24.0,84.07647198152036,84.07647198152036,5.13858,82.2485005110411,79355328.0,207367.0,20314595328.0,42.6415,96.05665841961469,256.0,0.01527999999999996,0.016020018661980336,49.8003,0.5394267489250077,0.7234394170316244,4096,1.4972822102287024,1498199280.0,0.931893,1497840360.0,2.652407160001626,0.525927,14.0,155.86263037395065,155.86263037395065,1.65474,0.009222865609003318,143304.0,1708.0,36614144.0,33.4135,256.0,36.0275,100
256,30k_s100_r4096_b256_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,2.839972092491607,74055.0,0.0,10879150052.0,54.4073,3.56764,393216.0,10874780807.0,3.07243040403418,3.29639,24.0,87.27189448931603,87.27189448931603,4.4713,86.42261841966452,76024704.0,99703.0,19461586944.0,41.0802,99.70740161927158,256.0,0.01527999999999996,0.016020018661980336,47.395,0.5596668619395412,0.7596033336849878,4096,1.5267993512657132,1498199280.0,0.913877,1497840360.0,2.6303362756687694,0.53034,14.0,155.93543306615086,155.93543306615086,1.63711,0.009222865609003318,143304.0,1708.0,36614144.0,33.3979,256.0,36.0014,100
64,30k_s100_r4096_b64_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,2.897579679160452,91412.0,0.0,13428974672.0,64.04,4.31626,393216.0,13423581364.0,3.0351187194206464,4.11901,24.0,77.14871079779475,77.14871079779475,5.60527,75.37350922939052,80531464.0,420167.0,20615865344.0,46.4706,88.14174983753169,256.0,0.01527999999999996,0.016020018661980336,54.3427,0.4958277110020261,0.6812598564296585,4096,0.7752781279270211,1498199280.0,1.79975,1497840360.0,2.636729975462193,0.529054,14.0,155.59580290880413,155.59580290880413,2.5923,0.009222865609003318,143304.0,1708.0,36614144.0,33.4708,256.0,37.0215,100
128,30k_s100_r512_b128_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,0.4564483191957054,10601.0,0.0,1557351368.0,45.7348,3.17757,49152.0,1556725909.0,2.991354868777186,0.484668,24.0,59.34518179904045,59.34518179904045,2.30479,50.212816036718124,9738720.0,25480.0,2493050880.0,7.55147,67.801368475277,256.0,0.02508599999999994,0.03290228504829763,10.1966,0.4454435956945908,4.303287370299904,512,0.48955385337547935,1498199280.0,2.85016,1497840360.0,2.6395938170567956,0.52848,14.0,133.22715237717605,133.22715237717605,3.6728,0.009222865609003318,143304.0,1708.0,36614144.0,39.0905,256.0,43.8789,100
256,30k_s100_r512_b256_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,0.30632082525753146,9241.0,0.0,1357557440.0,60.9393,4.12745,49152.0,1357012221.0,3.1056571372840924,0.40694,24.0,64.15851245679991,64.15851245679991,3.73969,46.70936194281752,9172416.0,12062.0,2348015616.0,6.98494,73.30055805776428,256.0,0.02508599999999994,0.03290228504829763,10.9614,0.48199120734974754,3.9312405349681616,512,0.6710044631156885,1498199280.0,2.07943,1497840360.0,2.6012067234371945,0.536279,14.0,133.1113752252425,133.1113752252425,2.85782,0.009222865609003318,143304.0,1708.0,36614144.0,39.1245,256.0,43.0919,100
64,30k_s100_r512_b64_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,0.40687323747962684,11437.0,0.0,1680162688.0,55.1843,3.84585,49152.0,1679487905.0,2.6698546049359675,0.585854,24.0,50.39633483949179,50.39633483949179,3.93807,38.74737017360638,9922456.0,51818.0,2540112896.0,8.89238,57.57738648145941,256.0,0.02508599999999994,0.03290228504829763,13.2138,0.3297510146587407,2.7749625391636017,512,1.575820161925552,1498199280.0,0.885448,1497840360.0,2.691251505660759,0.518336,14.0,152.8314776882399,152.8314776882399,1.60447,0.009222865609003318,143304.0,1708.0,36614144.0,34.0762,256.0,36.6678,100
128,30k_s100_r64_b128_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,64.0,0.9732605697230199,1426.0,0.0,209488920.0,2.97716,0.200462,6144.0,209404786.0,3.020092890537455,0.0645753,24.0,388.8729070058034,388.8729070058034,0.419727,109.53727348034148,1285824.0,6697.0,329170944.0,0.144052,444.2840085524671,256.0,0.04698899999999995,0.06297212076680621,0.584276,2.576794980897421,63.48711910124667,64,1.572529289087532,1498199280.0,0.887301,1497840360.0,2.6551939860826557,0.525375,14.0,150.91340595143916,150.91340595143916,1.6147,0.009222865609003318,143304.0,1708.0,36614144.0,34.5093,256.0,37.094,100
256,30k_s100_r64_b256_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,64.0,0.9825586600247578,1426.0,0.0,209488920.0,2.93681,0.198565,6144.0,209404786.0,3.0065999194377766,0.0648651,24.0,521.7472943017343,521.7472943017343,0.417792,117.63797647975707,1285824.0,6697.0,329170944.0,0.107366,596.0918726598737,256.0,0.04698899999999995,0.06297212076680621,0.544042,3.4214972206120677,67.60452318019564,64,1.532164324712995,1498199280.0,0.910677,1497840360.0,2.6292158571001067,0.530566,14.0,152.49093033265697,152.49093033265697,1.64891,0.009222865609003318,143304.0,1708.0,36614144.0,34.1523,256.0,36.7797,100
64,30k_s100_r64_b64_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,0.821401549861765,1426.0,0.0,209488920.0,3.52768,0.237523,6144.0,209404786.0,2.9480703708276326,0.0661529,24.0,330.8600791447641,330.8600791447641,0.448708,100.25203989404612,1285824.0,6697.0,329170944.0,0.16931,378.0048431870534,256.0,0.04698899999999995,0.06297212076680621,0.638391,2.167638596398928,57.42875447805498,64,1.617636371235656,1498199280.0,0.862559,1497840360.0,2.687430362276934,0.519073,14.0,152.63618192369242,152.63618192369242,1.57787,0.009222865609003318,143304.0,1708.0,36614144.0,34.1198,256.0,36.662,100
128,30k_s100_r8_b128_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,8.0,1.0509837111924858,0.0,0.0,27909808.0,0.0247321,0.0,768.0,27903134.0,2.7768797895254997,0.00935828,24.0,83.83325870569334,83.83325870569334,0.0428407,57.8624176364649,50816.0,6352.0,13008896.0,0.0835258,95.77878930821375,256.0,0.19086899999999996,0.21486996379821077,0.138259,0.5463560184926305,264.9252489892159,8,1.3927580634804868,1498199280.0,1.00183,1497840360.0,2.6500842352754534,0.526388,14.0,153.4407160682245,153.4407160682245,1.72694,0.009222865609003318,143304.0,1708.0,36614144.0,33.9409,256.0,36.6283,100
256,30k_s100_r8_b256_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,8.0,0.838136202792505,0.0,0.0,27909808.0,0.0310129,0.0,768.0,27903134.0,2.725971079216064,0.00953305,24.0,59.302821911311355,59.302821911311355,0.0497146,45.30344815869798,50816.0,6352.0,13008896.0,0.118076,67.75297266167553,256.0,0.19086899999999996,0.21486996379821077,0.176587,0.3871006310990129,206.82666334441382,8,1.631874805693647,1498199280.0,0.855033,1497840360.0,2.6881398485327197,0.518936,14.0,153.19743019520635,153.19743019520635,1.56876,0.009222865609003318,143304.0,1708.0,36614144.0,33.9948,256.0,36.5229,100
64,30k_s100_r8_b64_rep1,36470.0,10200,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,8.0,0.0,0.0,0.0,0.0,6.6729e-05,0.0,768.0,27903134.0,2.755950155283312,0.00942935,24.0,65.38222359169724,65.38222359169724,0.131826,32.27302983238195,50816.0,6352.0,13008896.0,0.107097,74.69863768359525,256.0,0.19086899999999996,0.21486996379821077,0.247885,0.4284550650423478,154.6846319866067,8,0.5548733857477238,1498199280.0,2.51464,1497840360.0,2.653774598669425,0.525656,14.0,152.59995487562963,152.59995487562963,3.25048,0.009222865609003318,143304.0,1708.0,36614144.0,34.1279,256.0,38.344,100
128,30k_s10_r1024_b128_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,4.9614598735171445,0.0,0.0,141022336.0,0.0264715,0.0,98304.0,140988544.0,2.719599799288082,0.0482813,24.0,863.6660531717047,863.6660531717047,0.0601349,864.8794743154444,13431808.0,52468.0,3438542848.0,1.03777,986.7311639380595,256.0,0.11768,0.11157328062845187,1.18398,0.46367766047803044,0.06727774117806044,1024,0.9471894204659532,17627792.0,0.0173325,17623568.0,2.7624997851818685,0.00594144,14.0,1862.6432256436606,1862.6432256436606,0.0363118,0.11492560623156403,1680.0,14.0,430080.0,0.0328939,256.0,0.0796555,10
256,30k_s10_r1024_b256_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,3.539020162156144,0.0,0.0,70511168.0,0.0185556,0.0,98304.0,70494272.0,2.76027676780999,0.0237849,24.0,1128.706596161862,1128.706596161862,0.0330936,1148.30132144363,13464576.0,26298.0,3446931456.0,0.794083,1289.5377435356254,256.0,0.11768,0.11157328062845187,0.891752,0.605714300106448,0.0876447711919906,1024,1.0171848864438304,17627792.0,0.0161398,17623568.0,2.6341705155557165,0.00623089,14.0,1863.4306569343066,1863.4306569343066,0.0354819,0.11492560623156403,1680.0,14.0,430080.0,0.03288,256.0,0.0781574,10
64,30k_s10_r1024_b64_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,5.609516174217606,0.0,0.0,282044672.0,0.0468266,0.0,98304.0,281977088.0,2.8349745185154216,0.0926328,24.0,651.4090354090355,651.4090354090355,0.10782,646.8934584162481,13349632.0,104294.0,3417505792.0,1.37592,744.229315657887,256.0,0.11768,0.11157328062845187,1.58295,0.345604146420473,0.048430398938690424,1024,1.0025685724194744,17627792.0,0.0163751,17623568.0,2.709186433898111,0.00605836,14.0,1884.8414932398136,1884.8414932398136,0.0354979,0.11492560623156403,1680.0,14.0,430080.0,0.0325065,256.0,0.0766629,10
128,30k_s10_r4096_b128_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,2.3146600819824834,0.0,0.0,564089344.0,0.226966,0.0,393216.0,563954176.0,2.7255299818762913,0.192705,24.0,893.3476063750261,893.3476063750261,0.218944,896.9591857292393,53711360.0,209810.0,13750108160.0,4.01316,1020.6420875320197,256.0,0.12476999999999983,0.1123887909051543,4.56654,0.5095934717636119,0.01785386747953593,4096,0.9939734105618033,17627792.0,0.0165167,17623568.0,2.6050797359039817,0.00630047,14.0,1753.059361775789,1753.059361775789,0.036564,0.11492560623156403,1680.0,14.0,430080.0,0.0349501,256.0,0.0815304,10
256,30k_s10_r4096_b256_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,5.381396432069798,0.0,0.0,282044672.0,0.0488116,0.0,393216.0,281977088.0,2.7545268064504613,0.0953382,24.0,1249.1583352206408,1249.1583352206408,0.111666,1262.7165669893336,53855232.0,105186.0,13786939392.0,2.87005,1427.152837058588,256.0,0.12476999999999983,0.1123887909051543,3.2438,0.7969119502646792,0.027162032184475,4096,0.9894027981815304,17627792.0,0.016593,17623568.0,2.575047925332166,0.00637395,14.0,1567.4985609210107,1567.4985609210107,0.0369679,0.11492560623156403,1680.0,14.0,430080.0,0.0390875,256.0,0.0881082,10
64,30k_s10_r4096_b64_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,6.467586794790422,0.0,0.0,1128178688.0,0.162456,0.0,393216.0,1127908352.0,2.786108559835932,0.37703,24.0,565.3610877196303,565.3610877196303,0.415427,568.4065327895356,53402112.0,417204.0,13670940672.0,6.34134,645.9202629097321,256.0,0.12476999999999983,0.1123887909051543,7.20611,0.34587830512613604,0.012187254982230358,4096,0.9604666633646798,17627792.0,0.0170929,17623568.0,2.732859584885306,0.00600588,14.0,1634.566491568335,1634.566491568335,0.0392167,0.11492560623156403,1680.0,14.0,430080.0,0.0374837,256.0,0.0878227,10
128,30k_s10_r512_b128_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,2.832706095637816,0.0,0.0,70511168.0,0.0231823,0.0,49152.0,70494272.0,2.477823495243991,0.0264962,24.0,880.5668407587744,880.5668407587744,0.0359734,879.4198577126152,6724608.0,26268.0,1721499648.0,0.508926,1006.0401708696353,256.0,0.12542999999999993,0.11663347609439596,0.582202,0.4837687881651052,0.13514347254045847,512,0.9870056230709562,17627792.0,0.0166333,17623568.0,2.685357408504898,0.00611212,14.0,1820.2225160054068,1820.2225160054068,0.0363032,0.11492560623156403,1680.0,14.0,430080.0,0.0336605,256.0,0.0786808,10
256,30k_s10_r512_b256_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,0.7613808620222812,0.0,0.0,35255584.0,0.0431247,0.0,49152.0,35247136.0,2.728784046762755,0.0120297,24.0,1281.658301373624,1281.658301373624,0.0207411,1271.2379921391807,6733824.0,13152.0,1723858944.0,0.349659,1464.2837736194406,256.0,0.12542999999999993,0.11663347609439596,0.402757,0.6918908177068843,0.19670247816921865,512,0.9202186390642716,17627792.0,0.0178405,17623568.0,2.6891235154026436,0.00610356,14.0,1852.3996396156704,1852.3996396156704,0.036823,0.11492560623156403,1680.0,14.0,430080.0,0.0330758,256.0,0.0792233,10
64,30k_s10_r512_b64_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,4.625236304024154,0.0,0.0,141022336.0,0.0283958,0.0,49152.0,140988544.0,2.793770439884843,0.0469995,24.0,545.423450330618,545.423450330618,0.0587471,548.5798531906025,6684672.0,52224.0,1711276032.0,0.821643,623.1416807542935,256.0,0.12542999999999993,0.11663347609439596,0.933319,0.3070308081316512,0.08509512824661236,512,0.9481357784043001,17627792.0,0.0173152,17623568.0,2.7082789595506163,0.00606039,14.0,1776.4453464772398,1776.4453464772398,0.0363862,0.11492560623156403,1680.0,14.0,430080.0,0.03449,256.0,0.0794209,10
128,30k_s10_r64_b128_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,64.0,6.9299375396687815,0.0,0.0,17627792.0,0.00236902,0.0,6144.0,17623568.0,2.6836538135498627,0.006116,24.0,748.671466432158,748.671466432158,0.0145888,665.2426316582731,831104.0,6493.0,212762624.0,0.0748231,855.3508208026665,256.0,0.11579300000000003,0.1250760392887097,0.0962055,0.40821006957935263,0.8270618623675361,64,0.9366248648006696,17627792.0,0.017528,17623568.0,2.633367516581011,0.00623279,14.0,1834.0347831292843,1834.0347831292843,0.0368954,0.11492560623156403,1680.0,14.0,430080.0,0.033407,256.0,0.0795679,10
256,30k_s10_r64_b256_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,64.0,7.660830905378504,0.0,0.0,17627792.0,0.002143,0.0,6144.0,17623568.0,2.803326904029432,0.00585491,24.0,600.7380279575543,600.7380279575543,0.0138023,561.4429082742648,831104.0,6493.0,212762624.0,0.0932485,686.3381180394323,256.0,0.11579300000000003,0.1250760392887097,0.113992,0.33123461963003625,0.7320899712260509,64,0.809273284444484,17627792.0,0.0202863,17623568.0,2.4981966176213746,0.00657003,14.0,1813.6329729921733,1813.6329729921733,0.0420392,0.11492560623156403,1680.0,14.0,430080.0,0.0337828,256.0,0.0834524,10
