batch,case,cells,directions,grid,reference_case,reference_cells,reference_directions,reference_map,reference_max_distance,reference_mean_distance,rep,rsi_batch_cap_requested,rsi_batch_capacity_actual,rsi_cache_gib_s,rsi_cache_hits,rsi_cache_misses,rsi_cache_read_bytes,rsi_cache_s,rsi_cache_wall_s,rsi_direction_h2d_bytes,rsi_h2d_bytes,rsi_h2d_gib_s,rsi_h2d_s,rsi_iterations,rsi_mcell_sweeps_per_s,rsi_parallel_efficiency_mcell_sweeps_s,rsi_plan_s,rsi_samples_per_s,rsi_sweep_blocks,rsi_sweep_launches,rsi_sweep_logical_threads,rsi_sweep_s,rsi_sweep_samples_per_s,rsi_sweep_threads_per_block,rsi_tail_max_abs_vs_reference,rsi_tail_rel_l2_vs_reference,rsi_total_s,rsi_vs_si_parallel_efficiency_gain,rsi_vs_si_speedup,samples,si_cache_gib_s,si_cache_read_bytes,si_cache_s,si_h2d_bytes,si_h2d_gib_s,si_h2d_s,si_iterations,si_mcell_sweeps_per_s,si_parallel_efficiency_mcell_sweeps_s,si_plan_s,si_rel_l2_vs_reference,si_sweep_blocks,si_sweep_launches,si_sweep_logical_threads,si_sweep_s,si_sweep_threads_per_block,si_total_s,sn
64,30k_s10_r64_b64_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,6.813937630575107,0.0,0.0,17627792.0,0.00240935,0.0,6144.0,17623568.0,2.6244534220991116,0.00625396,24.0,665.6975942730294,665.6975942730294,0.0160583,595.570444816676,831104.0,6493.0,212762624.0,0.0841492,760.5538733582732,256.0,0.11579300000000003,0.1250760392887097,0.10746,0.3627168342488274,0.780466219988833,64,0.8686512217309433,17627792.0,0.0188996,17623568.0,2.626112074008035,0.00625001,14.0,1835.309341656732,1835.309341656732,0.0389689,0.11492560623156403,1680.0,14.0,430080.0,0.0333838,256.0,0.0838689,10
128,30k_s10_r8_b128_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,8.0,1.0344218114703323,0.0,0.0,13661412.0,0.0122998,0.0,768.0,13658133.0,2.7273994956935885,0.00466383,24.0,73.451790653837,73.451790653837,0.0239642,63.5011350827896,49960.0,6245.0,12789760.0,0.0953311,83.91804982844003,256.0,0.18777000000000002,0.23443222963513055,0.125982,0.03912631120079687,0.6123866901620866,8,0.9057593877191624,17627792.0,0.0181253,17623568.0,2.7099558044841627,0.00605664,14.0,1877.2991472894341,1877.2991472894341,0.0366349,0.11492560623156403,1680.0,14.0,430080.0,0.0326371,256.0,0.0771497,10
256,30k_s10_r8_b256_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,8.0,0.882922728654004,0.0,0.0,13661412.0,0.0144103,0.0,768.0,13658133.0,2.6928313800623727,0.0047237,24.0,103.25746828797848,103.25746828797848,0.0270394,78.90557961079823,49960.0,6245.0,12789760.0,0.0678134,117.97078453520986,256.0,0.18777000000000002,0.23443222963513055,0.101387,0.054968992643257615,0.7691163561403336,8,0.9133634853027713,17627792.0,0.0179744,17623568.0,2.6367815297187596,0.00622472,14.0,1878.4675382011724,1878.4675382011724,0.0380254,0.11492560623156403,1680.0,14.0,430080.0,0.0326168,256.0,0.0779784,10
64,30k_s10_r8_b64_rep1,36470.0,120,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,8.0,0.0,0.0,0.0,0.0,0.000184351,0.0,768.0,13658133.0,2.6143247094368838,0.00486555,24.0,97.7525501763869,97.7525501763869,0.0589452,58.43638833901871,49960.0,6245.0,12789760.0,0.0716323,111.68146213370225,256.0,0.18777000000000002,0.23443222963513055,0.136901,0.05435345308112202,0.7664078421633151,8,0.444925177044886,17627792.0,0.0368987,17623568.0,2.5236868911969643,0.00650367,14.0,1798.460716571073,1798.460716571073,0.0564315,0.11492560623156403,1680.0,14.0,430080.0,0.0340678,256.0,0.104922,10
128,30k_s20_r1024_b128_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,2.021100461416411,3517.0,0.0,516697336.0,3.07671,0.238094,98304.0,516489833.0,2.941146581017674,0.163548,24.0,874.4090066535286,874.4090066535286,0.253919,740.6978762803079,20566656.0,53559.0,5265063936.0,1.02502,999.0048974654153,256.0,0.10403999999999991,0.07837809141272475,1.38248,0.48361308122717656,0.17091386493837163,1024,1.2974991556362205,64631808.0,0.0463916,64616312.0,2.6480779239968073,0.0227254,14.0,1808.0755889288616,1808.0755889288616,0.0980945,0.059251417431071415,6160.0,56.0,1576960.0,0.124251,256.0,0.236285,20
256,30k_s20_r1024_b256_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,1.8335228856243906,1760.0,0.0,258569088.0,1.80325,0.131338,98304.0,258465248.0,2.933825568155082,0.082048,24.0,1187.6994756447104,1187.6994756447104,0.177278,1015.1277831750501,20651520.0,26890.0,5286789120.0,0.754641,1356.9366095931707,256.0,0.10403999999999991,0.07837809141272475,1.00874,0.6669043852743122,0.24733925491206854,1024,1.1308193529279438,64631808.0,0.0532296,64616312.0,2.5549761204915207,0.0235535,14.0,1780.914178808682,1780.914178808682,0.10794,0.059251417431071415,6160.0,56.0,1576960.0,0.126146,256.0,0.249501,20
64,30k_s20_r1024_b64_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,2.4234144030785263,6820.0,0.0,1001954652.0,5.49352,0.385053,98304.0,1001552272.0,2.93696469908633,0.317596,24.0,537.0974376183514,537.0974376183514,0.409603,457.67408599267003,20408640.0,106295.0,5224611840.0,1.66876,613.6292816222824,256.0,0.10403999999999991,0.07837809141272475,2.2374,0.296060189959852,0.10576427996781979,1024,1.2894304179695617,64631808.0,0.0466819,64616312.0,2.6072800162036756,0.023081,14.0,1814.1494730891911,1814.1494730891911,0.100531,0.059251417431071415,6160.0,56.0,1576960.0,0.123835,256.0,0.236637,20
128,30k_s20_r4096_b128_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,2.5446416611429226,14067.0,0.0,2066642668.0,10.426,0.756378,393216.0,2065812715.0,2.959039690563053,0.65019,24.0,880.3566661264421,880.3566661264421,0.783562,775.7325995185761,82229376.0,214139.0,21050720256.0,4.07238,1005.8000481291039,256.0,0.07267999999999986,0.05941290965714397,5.28017,0.5082869323742719,0.047372527778461675,4096,1.1674847468305203,64631808.0,0.0515579,64616312.0,2.563552678159765,0.0234747,14.0,1732.0072778857127,1732.0072778857127,0.105668,0.059251417431071415,6160.0,56.0,1576960.0,0.129708,256.0,0.250135,20
256,30k_s20_r4096_b256_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,2.3458590529048986,7040.0,0.0,1034276352.0,5.37308,0.410615,393216.0,1033860992.0,2.99991301420091,0.320962,24.0,1185.3253411183591,1185.3253411183591,0.416525,1112.384511349255,82614528.0,107571.0,21149319168.0,3.02461,1354.224180968786,256.0,0.07267999999999986,0.05941290965714397,3.68218,0.6579313516303079,0.06433878843511182,4096,1.2778405365980745,64631808.0,0.0471053,64616312.0,2.657045660633813,0.0226487,14.0,1801.5942517121366,1801.5942517121366,0.0981249,0.059251417431071415,6160.0,56.0,1576960.0,0.124698,256.0,0.236907,20
64,30k_s20_r4096_b64_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,2.588852538247792,27320.0,0.0,4013694376.0,19.9169,1.4439,393216.0,4012082496.0,2.9527385513014464,1.26545,24.0,563.9754598138721,563.9754598138721,1.41713,484.9185133269719,81638016.0,425198.0,20899332096.0,6.35692,644.3371947421078,256.0,0.07267999999999986,0.05941290965714397,8.44678,0.3298571300272754,0.0293054868245651,4096,1.284414581463319,64631808.0,0.0468642,64616312.0,2.572055086057547,0.0233971,14.0,1709.756765807178,1709.756765807178,0.0991878,0.059251417431071415,6160.0,56.0,1576960.0,0.131396,256.0,0.247537,20
128,30k_s20_r512_b128_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,1.9094423289046292,1760.0,0.0,258569088.0,1.76162,0.126116,49152.0,258465248.0,2.993950522771534,0.0804003,24.0,1034.4260425779437,1034.4260425779437,0.173909,782.2371064560533,10296960.0,26815.0,2636021760.0,0.433229,1181.8230081550405,256.0,0.11444999999999994,0.08864731483661632,0.654533,0.5871066479252911,0.37614451830541773,512,1.1385042609671834,64631808.0,0.0528703,64616312.0,2.6453889291160753,0.0227485,14.0,1761.9048365972064,1761.9048365972064,0.105518,0.059251417431071415,6160.0,56.0,1576960.0,0.127507,256.0,0.246199,20
256,30k_s20_r512_b256_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,1.3223394033943014,880.0,0.0,129284544.0,1.20804,0.091055,49152.0,129232624.0,2.9518356221778763,0.0407737,24.0,1154.5980038027712,1154.5980038027712,0.131884,914.8002894485292,10335744.0,13458.0,2645950464.0,0.388138,1319.118457868078,256.0,0.11444999999999994,0.08864731483661632,0.559685,0.7329947247976403,0.47888008433315166,512,1.1612256746999812,64631808.0,0.0518358,64616312.0,2.5095760585663247,0.0239796,14.0,1575.17914487246,1575.17914487246,0.108819,0.059251417431071415,6160.0,56.0,1576960.0,0.142622,256.0,0.268022,20
64,30k_s20_r512_b64_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,2.1523510820591354,3427.0,0.0,503475708.0,3.00773,0.217854,49152.0,503273515.0,2.977240732292761,0.157431,24.0,506.5546875794771,506.5546875794771,0.249495,420.1784116927774,10216704.0,53212.0,2615476224.0,0.884689,578.734447924638,256.0,0.11444999999999994,0.08864731483661632,1.21853,0.28261331779472054,0.1945565558500817,512,1.2754496759860083,64631808.0,0.0471936,64616312.0,2.6129063515301802,0.0230313,14.0,1792.3949640172973,1792.3949640172973,0.0992738,0.059251417431071415,6160.0,56.0,1576960.0,0.125338,256.0,0.237073,20
128,30k_s20_r64_b128_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,64.0,0.9572391309121019,431.0,0.0,63319736.0,0.838812,0.0616054,6144.0,63294307.0,3.035678742300651,0.0194182,24.0,624.0779134836806,624.0779134836806,0.105376,311.73284495187625,1278528.0,6659.0,327303168.0,0.0897611,713.0037399274296,256.0,0.037178000000000044,0.05166552952856599,0.205304,0.3401333412485237,1.1420137941783892,64,1.2724353208854229,64631808.0,0.0473054,64616312.0,2.648940490095829,0.022718,14.0,1834.8037013745395,1834.8037013745395,0.0977973,0.059251417431071415,6160.0,56.0,1576960.0,0.122441,256.0,0.23446,20
256,30k_s20_r64_b256_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,64.0,0.9751044543682509,431.0,0.0,63319736.0,0.821787,0.0604767,6144.0,63294307.0,2.9935615016577035,0.0196914,24.0,500.24933023754244,500.24933023754244,0.104986,279.39057929890424,1278528.0,6659.0,327303168.0,0.11198,571.5306304697267,256.0,0.037178000000000044,0.05166552952856599,0.22907,0.27302760465110887,1.0121927794997163,64,1.3207879524245019,64631808.0,0.0455736,64616312.0,2.6411164239223113,0.0227853,14.0,1832.2298614339425,1832.2298614339425,0.0961888,0.059251417431071415,6160.0,56.0,1576960.0,0.122613,256.0,0.231863,20
64,30k_s20_r64_b64_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,0.7915435086520844,431.0,0.0,63319736.0,1.02819,0.0745014,6144.0,63294307.0,2.9795198670526233,0.0197842,24.0,438.9637500587709,438.9637500587709,0.120226,245.7266598067974,1278528.0,6659.0,327303168.0,0.127614,501.5123732505838,256.0,0.037178000000000044,0.05166552952856599,0.260452,0.23746089821598776,0.9066123508362385,64,1.2337525944301184,64631808.0,0.0487886,64616312.0,2.5672929354747995,0.0234405,14.0,1848.572768639584,1848.572768639584,0.101027,0.059251417431071415,6160.0,56.0,1576960.0,0.121529,256.0,0.236129,20
128,30k_s20_r8_b128_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,8.0,1.2662575965093579,0.0,0.0,21738776.0,0.0159887,0.0,768.0,21733572.0,2.7629059674870184,0.00732597,24.0,81.95285005202341,81.95285005202341,0.0359926,61.434495469205956,49880.0,6235.0,12769280.0,0.0854423,93.63043831919319,256.0,0.15192999999999995,0.19501119605941594,0.13022,0.047457499646871876,1.9178851174934726,8,1.198272493661827,64631808.0,0.0502332,64616312.0,2.6615817733666387,0.0226101,14.0,1726.86826448568,1726.86826448568,0.101766,0.059251417431071415,6160.0,56.0,1576960.0,0.130094,256.0,0.249747,20
256,30k_s20_r8_b256_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,8.0,1.2096151632457355,0.0,0.0,21738776.0,0.0167374,0.0,768.0,21733572.0,2.856093917915331,0.00708694,24.0,44.81318878236717,44.81318878236717,0.0367312,39.25571170605323,49880.0,6235.0,12769280.0,0.156254,51.19868931355357,256.0,0.15192999999999995,0.19501119605941594,0.203792,0.02456459919820858,1.1510952343565988,8,1.3076152784566901,64631808.0,0.0460327,64616312.0,2.575665868611387,0.0233643,14.0,1824.299611842853,1824.299611842853,0.097322,0.059251417431071415,6160.0,56.0,1576960.0,0.123146,256.0,0.234584,20
64,30k_s20_r8_b64_rep1,36470.0,440,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,8.0,0.0,0.0,0.0,0.0,4.7812e-05,0.0,768.0,21733572.0,2.79925516684519,0.00723084,24.0,97.64785780326348,97.64785780326348,0.0912959,46.778428127868835,49880.0,6235.0,12769280.0,0.0717091,111.56185198252383,256.0,0.15192999999999995,0.19501119605941594,0.171019,0.055771653317850396,2.0028827206333797,8,0.4132861535144583,64631808.0,0.145645,64616312.0,2.602015334598643,0.0231277,14.0,1750.8510505642496,1750.8510505642496,0.197341,0.059251417431071415,6160.0,56.0,1576960.0,0.128312,256.0,0.342531,20
128,30k_s224_r1024_b128_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,1.1485946646420342,23825.0,0.0,3500014744.0,43.2689,2.83794,98304.0,3498609069.0,2.881007989349092,1.13097,24.0,77.25544062887877,77.25544062887877,3.05275,65.9963908223769,20033072.0,52308.0,5128394752.0,11.6016,88.26368776720453,256.0,0.027409999999999934,0.023947203220218684,15.516,0.420323533062157,10.039572054653261,1024,0.9573377166345801,7435701216.0,7.23364,7433919872.0,2.6232366750691325,2.63925,14.0,183.79994112167478,183.79994112167478,10.8509,0.0017715449205000606,710500.0,7602.0,181637120.0,140.629,256.0,155.774,224
256,30k_s224_r1024_b256_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,1.0695097195312595,23112.0,0.0,3395269408.0,45.054,2.95658,98304.0,3393905800.0,3.0078136093507335,1.05087,24.0,95.41491892858626,95.41491892858626,3.80307,73.80818521241477,19400032.0,25399.0,4966264832.0,9.39357,109.01073819644714,256.0,0.027409999999999934,0.023947203220218684,13.8738,0.4552249150142563,9.855987544868746,1024,1.128096776438713,7435701216.0,6.13869,7433919872.0,2.665667167715039,2.59724,14.0,209.5995095646251,209.5995095646251,9.65137,0.0017715449205000606,710500.0,7602.0,181637120.0,123.319,256.0,136.74,224
64,30k_s224_r1024_b64_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,1.3320204053280915,24193.0,0.0,3554075544.0,37.7273,2.48494,98304.0,3552648157.0,2.992097511557402,1.1058,24.0,82.63372700871248,82.63372700871248,2.66374,71.17882985896304,20240920.0,105560.0,5181639680.0,10.8465,94.40833448577882,256.0,0.027409999999999934,0.023947203220218684,14.3863,0.48160271154085016,11.468063365841113,1024,1.1172747352930414,7435701216.0,6.19815,7433919872.0,2.6665501177316915,2.59638,14.0,171.5806930246143,171.5806930246143,9.71231,0.0017715449205000606,710500.0,7602.0,181637120.0,150.644,256.0,164.983,224
128,30k_s224_r4096_b128_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,2.216052891625244,95197.0,0.0,13984875032.0,89.3597,5.87731,393216.0,13979258409.0,3.0369161817141572,4.28698,24.0,102.88487352996883,102.88487352996883,7.51352,90.72685590245091,80314144.0,209666.0,20560154624.0,34.8462,117.54509817426289,256.0,0.009540000000000104,0.010536837344228927,45.1465,0.601802986487498,3.7397361921743655,4096,0.7597615294502388,7435701216.0,9.11475,7433919872.0,2.5610173208536784,2.70337,14.0,170.96105509623652,170.96105509623652,12.8745,0.0017715449205000606,710500.0,7602.0,181637120.0,151.19,256.0,168.836,224
256,30k_s224_r4096_b256_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,1.5127374594536516,92443.0,0.0,13580294504.0,127.165,8.36076,393216.0,13574840367.0,3.0381920836940624,4.16121,24.0,100.75193781457345,100.75193781457345,8.48892,87.83441839719342,78031424.0,102118.0,19975512064.0,35.5839,115.10823715219523,256.0,0.009540000000000104,0.010536837344228927,46.6332,0.5032139425639144,3.1108309101670057,4096,0.8193660920946749,7435701216.0,8.4517,7433919872.0,2.6199905373190013,2.64252,14.0,200.21690436722488,200.21690436722488,12.0606,0.0017715449205000606,710500.0,7602.0,181637120.0,129.098,256.0,145.068,224
64,30k_s224_r4096_b64_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,2.047474608370043,96709.0,0.0,14206992452.0,97.9104,6.46225,393216.0,14201286621.0,2.9986733850243095,4.41061,24.0,92.76865919200127,92.76865919200127,7.17079,84.09348008631079,80925280.0,422040.0,20716728320.0,38.6461,105.98740882003618,256.0,0.009540000000000104,0.010536837344228927,48.7077,0.5021026679306965,3.1794767562418262,4096,1.0078702831273307,7435701216.0,6.87096,7433919872.0,2.5544313239948524,2.71034,14.0,184.76033910420452,184.76033910420452,10.624,0.0017715449205000606,710500.0,7602.0,181637120.0,139.898,256.0,154.865,224
128,30k_s224_r512_b128_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,0.795084372233199,11898.0,0.0,1747871184.0,31.0964,2.04737,49152.0,1747169202.0,3.0203178494711977,0.538744,24.0,54.72704580702675,54.72704580702675,2.15867,47.546966559252624,9741024.0,25486.0,2493640704.0,8.1887,62.52518714814317,256.0,0.04517099999999996,0.04767123814434037,10.7683,0.32692545281684604,15.45629300818142,512,1.9334226008394122,7435701216.0,3.58175,7433919872.0,2.5470167699849564,2.71823,14.0,167.39915884642537,167.39915884642537,7.3365,0.0017715449205000606,710500.0,7602.0,181637120.0,154.407,256.0,166.438,224
256,30k_s224_r512_b256_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,0.9647571374686407,11553.0,0.0,1697187628.0,24.8671,1.63837,49152.0,1696506001.0,3.0625149476500533,0.515914,24.0,62.54574078338602,62.54574078338602,2.08146,53.035670631911735,9153984.0,12038.0,2343297024.0,7.16505,71.45798005596612,256.0,0.04517099999999996,0.04767123814434037,9.65388,0.37607633487306147,17.589818808603383,512,1.1728444165373688,7435701216.0,5.90448,7433919872.0,2.580182311519146,2.68329,14.0,166.3112910428074,166.3112910428074,9.63105,0.0017715449205000606,710500.0,7602.0,181637120.0,155.417,256.0,169.81,224
64,30k_s224_r512_b64_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,0.8460188939192368,12097.0,0.0,1777105320.0,29.4899,1.95629,49152.0,1776391597.0,2.9315079775871697,0.564349,24.0,44.8181455423711,44.8181455423711,1.69025,41.839978426261126,9980208.0,52099.0,2554902528.0,9.99915,51.204352369951444,256.0,0.04517099999999996,0.04767123814434037,12.2371,0.26198419749912083,13.232138333428672,512,2.4914504664677946,7435701216.0,2.77952,7433919872.0,2.693564818147097,2.57034,14.0,171.07194239271436,171.07194239271436,6.21746,0.0017715449205000606,710500.0,7602.0,181637120.0,151.092,256.0,161.923,224
128,30k_s224_r64_b128_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,64.0,0.6555980339459715,1514.0,0.0,222410096.0,4.70648,0.315949,6144.0,222320770.0,3.048788183512665,0.067913,24.0,26.349718242283416,26.349718242283416,0.474704,23.821310395396534,1185104.0,6212.0,303376384.0,2.12594,30.104330319764433,256.0,0.22041,0.19619011508078812,2.68667,0.12231583235789696,48.21023795255837,64,2.746591626829028,7435701216.0,2.52132,7433919872.0,2.6837396626325063,2.57975,14.0,215.42361061799392,215.42361061799392,5.96424,0.0017715449205000606,710500.0,7602.0,181637120.0,119.985,256.0,129.525,224
256,30k_s224_r64_b256_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,64.0,0.614149835228527,1514.0,0.0,222410096.0,5.01577,0.337272,6144.0,222320770.0,3.0490216426816303,0.0679078,24.0,25.790701743077875,25.790701743077875,0.492376,23.270188706686543,1185104.0,6212.0,303376384.0,2.17202,29.465658695592122,256.0,0.22041,0.19619011508078812,2.7503,0.11942252663809282,47.00178162382286,64,2.7002614075429756,7435701216.0,2.56458,7433919872.0,2.654699783615689,2.60797,14.0,215.96178266463912,215.96178266463912,6.00047,0.0017715449205000606,710500.0,7602.0,181637120.0,119.686,256.0,129.269,224
64,30k_s224_r64_b64_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,0.794344071924298,1514.0,0.0,222410096.0,3.89388,0.260763,6144.0,222320770.0,3.0543470204323335,0.0677894,24.0,25.136375058333634,25.136375058333634,0.478717,22.925099401798185,1185104.0,6212.0,303376384.0,2.22856,28.71809599023585,256.0,0.22041,0.19619011508078812,2.7917,0.1166397112516555,46.48565390263997,64,2.574496962874114,7435701216.0,2.68986,7433919872.0,2.688679808884707,2.57501,14.0,215.50443488410872,215.50443488410872,6.11454,0.0017715449205000606,710500.0,7602.0,181637120.0,119.94,256.0,129.774,224
128,30k_s224_r8_b128_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,8.0,0.39426709888751893,0.0,0.0,28202432.0,0.0666187,0.0,768.0,28195688.0,2.8044689829852665,0.00936337,24.0,102.73616256464807,102.73616256464807,0.101363,44.68599708423869,51016.0,6377.0,13060096.0,0.0681575,117.37519715365147,256.0,0.33697999999999995,0.35120871970310946,0.179027,0.47559928545967384,759.4385204466366,8,0.7380014280978915,7435701216.0,9.3835,7433919872.0,2.682585415201215,2.58086,14.0,216.0141230350084,216.0141230350084,12.811,0.0017715449205000606,710500.0,7602.0,181637120.0,119.657,256.0,135.96,224
256,30k_s224_r8_b256_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,8.0,1.5623196414835894,0.0,0.0,28202432.0,0.0168119,0.0,768.0,28195688.0,2.8615105115133463,0.00917672,24.0,105.76475172870052,105.76475172870052,0.0343327,73.77487596598978,51016.0,6377.0,13060096.0,0.0662058,120.83533466856379,256.0,0.33697999999999995,0.35120871970310946,0.108438,0.4897260032216585,1201.1748648997582,8,1.8804696670449939,7435701216.0,3.68261,7433919872.0,2.687792579828177,2.57586,14.0,215.9671960094583,215.9671960094583,7.08843,0.0017715449205000606,710500.0,7602.0,181637120.0,119.683,256.0,130.253,224
64,30k_s224_r8_b64_rep1,36470.0,50624,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,8.0,0.0,0.0,0.0,0.0,6.2696e-05,0.0,768.0,28195688.0,2.663429156647066,0.0098592,24.0,81.53374125975908,81.53374125975908,0.116799,37.685009845208825,51016.0,6377.0,13060096.0,0.0858815,93.15161006736025,256.0,0.33697999999999995,0.35120871970310946,0.212286,0.3819981481112513,659.5960166944593,8,0.5876842731047018,7435701216.0,11.7836,7433919872.0,2.648464446666823,2.61411,14.0,213.44014797687862,213.44014797687862,15.3059,0.0017715449205000606,710500.0,7602.0,181637120.0,121.1,256.0,140.023,224
128,30k_s30_r1024_b128_rep1,36470.0,960,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,128.0,128.0,2.439200570350444,7357.0,0.0,1080817544.0,6.14255,0.412672,98304.0,1080383481.0,3.0291008754382593,0.332173,24.0,19.166742653316966,19.166742653316966,0.511291,21.090398307825073,16220832.0,43073.0,4152102912.0,46.7626,21.897841437388,256.0,0.06682999999999995,0.05300638342803803,48.5529,0.6217657456416635,0.3399858710808211,1024,1.2566416613271247,141010856.0,0.104506,140977064.0,2.622351779814353,0.0500677,14.0,30.8263084411909,30.8263084411909,0.195326,0.03913074774873043,13692.0,406.0,3469312.0,15.9006,256.0,16.5073,30
256,30k_s30_r1024_b256_rep1,36470.0,960,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,256.0,256.0,2.0381004457693446,3832.0,0.0,562959900.0,3.81239,0.257248,98304.0,562733812.0,3.028562610460812,0.173048,24.0,20.989092441894503,20.989092441894503,0.350279,23.15406270138269,12418656.0,16942.0,3178377216.0,42.7025,23.979860663895558,256.0,0.06682999999999995,0.05300638342803803,44.2255,0.6846036113643397,0.3756882341635482,1024,1.3106054056131302,141010856.0,0.100203,140977064.0,2.67671724428982,0.0490508,14.0,30.658752150117277,30.658752150117277,0.188334,0.03913074774873043,13692.0,406.0,3469312.0,15.9875,256.0,16.615,30
64,30k_s30_r1024_b64_rep1,36470.0,960,30k,30k_s316_r8192_b128_rep1,36470.0,100488,same_mesh_cell_order,0.0,0.0,1,64.0,64.0,2.8328951046209236,12187.0,0.0,1790393152.0,8.67986,0.588597,98304.0,1789674119.0,3.0290479195830486,0.55026,24.0,16.984520227095288,16.984520227095288,0.706535,18.63529240484445,18063320.0,95010.0,4623969280.0,52.7708,19.404670764892707,256.0,0.06682999999999995,0.05300638342803803,54.9495,0.5531855820697377,0.30170975168108904,1024,1.2344001114650245,141010856.0,0.106389,140977064.0,2.47103757709267,0.0531336,14.0,30.703114429605876,30.703114429605876,0.200672,0.03913074774873043,13692.0,406.0,3469312.0,15.9644,256.0,16.5788,30
