cell_id,cx,cy,cz,volume,sigma_t,sigma_s,q
139,0.3169484287500381,0.14381717890501022,0.3329187631607056,0.0001031918484447997,1.0,0.5,0.0
140,0.27433279901742935,0.2503562569618225,0.2903031334280968,0.00020638369688960557,1.0,0.5,0.0
141,0.9085406512022018,0.24077224206698267,0.21551127660082786,0.00017996918303720525,1.0,0.5,0.0
142,0.764412522315979,0.16512499749660492,0.1837640553712845,0.00010319177627979142,1.0,0.5,0.0
143,0.2423710748553276,0.41016484051942825,0.13049452751874926,5.15959242223998e-05,1.0,0.5,0.0
144,0.7463486347689566,0.7405494411865208,0.08988046646118165,0.00014509433760720282,1.0,0.5,0.0
145,0.23042662631082356,0.030627340078353875,0.44307145915665824,0.0001372673369624793,1.0,0.5,0.0
146,0.21040935069322586,0.16512499749660492,0.24768750369548803,0.00020638380513712446,1.0,0.5,0.0
147,0.21262699352290834,0.735596221164163,0.5189258742884434,0.00017164126874435635,1.0,0.5,0.0
148,0.764412522315979,0.7404358983039856,0.1624562442302704,0.00010319181236225769,1.0,0.5,0.0
149,0.8816055059432983,0.7297820150852203,0.3222648575901986,0.0001031918845272912,1.0,0.5,0.0
150,0.7857203334569931,0.2929718792438507,0.5246891304850578,0.0001031917762798293,1.0,0.5,0.0
151,0.6855614917838062,0.7909530252102259,0.9434609711170197,0.00013743251860810245,1.0,0.5,0.0
152,0.8496437668800354,0.3782031238079071,0.7377672493457794,0.0002063837690545824,1.0,0.5,0.0
153,0.6259117275476456,0.5167039036750793,0.3009570389986039,0.0006191512349988146,1.0,0.5,0.0
154,0.5965167901831402,0.9171929210424423,0.5739119217677334,0.00013367565102045164,1.0,0.5,0.0
155,0.6898351907730103,0.23970235139131546,0.3009570464491845,5.15959422636456e-05,1.0,0.5,0.0
156,0.13583200424909594,0.41016484051942825,0.6631898880004883,5.15959422636456e-05,1.0,0.5,0.0
157,0.9226398303710346,0.9194472502364972,0.16388838654259338,0.00016721388380236768,1.0,0.5,0.0
158,0.8283359408378601,0.8682827651500702,0.5673047378659248,0.00020638358864202388,1.0,0.5,0.0
159,0.7431047260761261,0.2503562569618225,0.2689953222870827,0.0001031917762797914,1.0,0.5,0.0
160,0.5559887532036474,0.9723976403474808,0.31224150024818575,0.00021101530440763042,1.0,0.5,0.0
161,0.9730648547410965,0.7095789321319285,0.34426757081843007,0.00021555788729988947,1.0,0.5,0.0
162,0.7537586241960526,0.7510898262262344,0.23703359439969066,0.0001031917762797914,1.0,0.5,0.0
163,0.1997554451227188,0.5593194961547852,0.8336523771286011,0.00010319197473359567,1.0,0.5,0.0
164,0.3693084102096007,0.2684976063077048,0.4873248818261195,8.01276700764023e-05,1.0,0.5,0.0
165,0.2305521753342955,0.1229921728345203,0.9717304855585098,0.00016161065067487733,1.0,0.5,0.0
166,0.8283359408378601,0.8682827651500702,0.6951516270637512,0.00010319188452724073,1.0,0.5,0.0
167,0.764412522315979,0.7830515503883362,0.14114843308925631,0.00010319181236225769,1.0,0.5,0.0
