face_id,left_cell,right_cell,nx,ny,nz,area,fx,fy,fz,bc_type,bc_value
34,8,-1,0.0,-1.0,0.0,0.006032076625520372,0.270913131741412,0.0,0.5363142321060863,example1,0.0
35,9,4154,0.8716454685767879,0.25257437310201775,0.42004804863452777,0.006981479869251987,0.4134346262189587,0.7396211537352393,0.0399468739827474,internal,0.0
36,9,2446,-0.19968685110099463,-0.9781618335867682,0.05765924740699351,0.0063623083170578345,0.3886237610579329,0.7128361014986329,0.0399468739827474,internal,0.0
37,9,-1,-0.0,-0.0,-1.0,0.0049619566635397995,0.40000045419037145,0.7400089431647651,0.0,example1,0.0
38,9,837,-0.7111630706783957,0.6587469346051279,0.24555969345888748,0.006770466826734349,0.3788143832769317,0.7466887033574682,0.0399468739827474,internal,0.0
39,10,1344,-0.0,-1.0,0.0,0.0036321837950135127,0.18199892838795984,0.12250936031341549,0.48917611440022785,internal,0.0
40,10,2475,0.0,0.0,-1.0,0.003632183795013512,0.15358851353327438,0.15091978510220844,0.4607656896114349,internal,0.0
41,10,2204,0.7071069048115096,0.7071066575615639,-0.0,0.005136684481997369,0.18199892838795984,0.15091978510220844,0.48917611440022785,internal,0.0
42,10,1665,-0.7071069048115096,0.0,0.7071066575615637,0.005136684481997369,0.15358851353327438,0.15091978510220844,0.48917611440022785,internal,0.0
43,11,4205,0.707106533936602,-0.7071070284364065,-0.0,0.005136683583940199,0.707591712474823,0.278766671816508,0.8158958951632181,internal,0.0
44,11,968,-0.40824781463120424,-0.8164967712606563,-0.40824838563032817,0.004448498993388542,0.6791812777519226,0.278766671816508,0.7874854604403178,internal,0.0
45,11,4086,-0.0,1.0,-0.0,0.007264370130116049,0.6933864951133728,0.2929718792438507,0.801690677801768,internal,0.0
46,11,734,-0.7071067811865476,0.0,0.7071067811865476,0.0025683426900270302,0.6791812777519226,0.278766671816508,0.8443062901496887,internal,0.0
47,12,3031,-0.6825945370190393,-0.6547221153975733,-0.3246592823886146,0.011625261736683226,0.6031532679803346,0.340858632517121,0.636546713422865,internal,0.0
48,12,1552,0.9735578717670403,-0.15602996589338486,-0.16685239004503494,0.008150866407636898,0.6599741175579205,0.340858632517121,0.636546713422865,internal,0.0
49,12,332,-0.0,-0.025540965755314005,0.9996737763231993,0.012793947593093326,0.6141248286630883,0.3707988678251799,0.6725658281187116,internal,0.0
50,12,2656,0.0,0.7690154780372168,-0.6392301577203559,0.01197617655854463,0.6113888674915832,0.39087851078187646,0.6378246863257293,internal,0.0
51,13,-1,-0.0,0.0,1.0,0.004518832145486917,0.9728870071270785,0.06415002990995848,1.0,example1,0.0
52,13,-1,1.0,0.0,0.0,0.004518832145486924,1.0,0.06415002990995854,0.9728870071270785,example1,0.0
53,13,2260,-0.3250575836718691,0.8880738339771153,-0.32505758367186716,0.003724932088762738,0.9728870071270785,0.09126302278287991,0.9728870071270785,internal,0.0
54,13,3332,-0.5773502691896252,-0.5773502691896267,-0.5773502691896254,0.00572964956960194,0.9728870071270785,0.054225985745842815,0.9728870071270785,internal,0.0
55,14,1269,-0.5825073786047907,0.2789084177263247,-0.7634757680453081,0.009425974112549616,0.07299418385167455,0.07165937354258174,0.6524665781817033,internal,0.0
56,14,1265,-0.6892589009583878,-0.724183591760143,0.021915585208106846,0.007218289261676672,0.06367681706986336,0.03082292010477658,0.6813973917860316,internal,0.0
57,14,4569,0.41872900382487943,0.4594151062240452,0.7833286548626786,0.009252687769537318,0.07413469900391474,0.07165937354258174,0.6883364950876257,internal,0.0
58,14,4570,0.9695240632121293,-0.24304895719421682,-0.03082685938344989,0.006798800681770865,0.10540284996272632,0.04083645343780517,0.6532198592399595,internal,0.0
59,15,177,-0.024840168388274072,-0.9996914354111683,-0.0,0.0053361853985245695,0.08345206578572593,0.46447116997545734,0.5933488422039898,internal,0.0
60,15,611,-0.141457201672562,0.6999962562140359,0.6999965009778991,0.007620810530506634,0.08345206578572593,0.49288157489603535,0.5933488422039898,internal,0.0
61,15,3122,-0.4133526398279009,-0.0,-0.9105710269645667,0.005858456449853368,0.08345206578572593,0.49288157489603535,0.5649384472175192,internal,0.0
62,15,4942,1.0,0.0,0.0,0.0036321787148363427,0.1251780986785889,0.4918447732925415,0.5744073589642843,internal,0.0
63,16,300,-0.7257178904679417,-0.48672512645624005,0.4862429379753681,0.005760188700013792,0.736912300223723,0.030822920104776535,0.9698617350850077,internal,0.0
64,16,5193,0.6427426453387365,0.4310752145432114,0.6332898635455073,0.008134039258325503,0.7668555463829682,0.0716593735425817,0.9623073140780131,internal,0.0
65,16,1975,-0.7470514367182564,0.4587781832038224,-0.48107871446717443,0.008816195147933067,0.7466624125630252,0.0716593735425817,0.9321690491630208,internal,0.0
66,16,1819,0.6767104164729987,-0.5800732649871297,-0.45340712332749256,0.008184194004879663,0.7673347562971373,0.04083645343780517,0.9321690491630208,internal,0.0
67,17,2507,-0.0,1.0,-0.0,0.007264371400161448,0.21040935317675272,0.7191280722618103,0.8301010727882385,internal,0.0
68,17,2105,0.4082480763389692,-0.8164968664273005,0.40824793358929595,0.008896998505270143,0.21040935317675272,0.6907176772753397,0.8301010727882385,internal,0.0
69,17,1768,-0.0,-0.0,-1.0,0.007264361239803559,0.18199893832206726,0.6907176772753397,0.8016906380653381,internal,0.0
70,17,346,-0.7071070284364065,0.0,0.707106533936602,0.005136679991710589,0.15358851353327438,0.6907176772753397,0.8301010727882385,internal,0.0
71,18,289,-0.0,0.0,-1.0,0.00363218252496722,0.6933864951133728,0.832769771416982,0.2050718665122986,internal,0.0
72,18,2861,1.0,0.0,0.0,0.0036321812549235956,0.7217969298362732,0.8611801664034525,0.23348229130109155,internal,0.0
73,18,4700,-0.0,-0.7071071520614982,0.7071064103114022,0.005136684481997052,0.6933864951133728,0.832769771416982,0.23348229130109155,internal,0.0
74,18,4463,-0.7071062866863972,0.707107275686352,0.0,0.005136683583941142,0.6933864951133728,0.8611801664034525,0.23348229130109155,internal,0.0
75,19,883,-0.5773502691896258,-0.5773502691896258,0.5773502691896258,0.0057296495696018785,0.9728870071270787,0.9728870071270787,0.9457740142541574,internal,0.0
76,19,-1,1.0,0.0,0.0,0.004518832145486892,1.0,0.9728870071270787,0.9358499700900417,example1,0.0
77,19,-1,-0.0,1.0,0.0,0.004518832145486892,0.9728870071270787,1.0,0.9358499700900417,example1,0.0
78,19,4420,-0.325057583671872,-0.325057583671872,-0.8880738339771125,0.003724932088762704,0.9728870071270787,0.9728870071270787,0.9087369772171203,internal,0.0
79,20,1543,-0.30706257389272223,-0.4761344816327395,0.8240197395176277,0.007701316135691046,0.04172603289286297,0.9293994798520219,0.1969766631565838,internal,0.0
80,20,1382,-0.45490782026324666,0.4455404611871895,-0.7710723523175035,0.0061416409544936676,0.03113752464010215,0.9662026260553809,0.18432331306176217,internal,0.0
81,20,3723,0.29008402993405924,-0.23545509968175563,-0.9275840401877722,0.007295513514512246,0.07286355753296513,0.9293994798520219,0.17860652782512088,internal,0.0
82,20,4828,0.46470077642403734,0.4045081105908353,0.7876714904432746,0.0065469107177277604,0.07286355753296513,0.963196853796641,0.19813530165411822,internal,0.0
83,21,1960,-0.8196174851468191,-0.25096270816766114,0.5150193172598064,0.007651957283520656,0.3676985027486177,0.04083645343780517,0.655696742723832,internal,0.0
