face_id,left_cell,right_cell,nx,ny,nz,area,fx,fy,fz,bc_type,bc_value,source_fraction
55097,19732,19846,-0.7505045627868898,-0.0,0.6608652670825267,0.0015875636004638197,0.3857668509670326,0.3816980659618732,0.03727812568346659,internal,0.0,1.0
55098,19732,26676,0.985624562197345,0.0,0.16895035481848464,0.0012088514953464795,0.40537469410428745,0.38169806596187345,0.03727812568346659,internal,0.0,1.0
55099,19733,24197,0.0,-0.0,1.0,0.0009080437261763687,0.34535883863766986,0.5131525695323944,0.09853281080722809,internal,0.0,1.0
55100,19734,31460,0.850473491829228,0.49102109944624556,0.18866138872169969,0.001674697068794385,0.2777187736595373,0.9193567916665167,0.018639062841733296,internal,0.0,1.0
55101,19734,-1,0.0,0.0,-1.0,0.001498115538613055,0.26469807663804107,0.9151135635420498,0.0,example1,0.0,0.0
55102,19735,31498,0.9428090049524247,-0.23570225123810615,0.23570241607142556,0.0019262570923584408,0.3950770795345306,0.9180009961128235,0.09143020709355672,internal,0.0,1.0
55103,19736,32670,-0.19265852040298967,0.46320089516465585,-0.8650593189110168,0.0028610502782800977,0.3170155922655214,0.9702994624773661,0.08770887469147243,internal,0.0,1.0
55104,19736,25158,0.7030102373016889,0.10748908664085345,-0.7030097456665434,0.002700615484980356,0.3404462256003104,0.9405989249547323,0.08395615247507952,internal,0.0,1.0
55105,19737,31498,-0.0,0.9486832317063638,0.31622796504921863,0.0028714926149025917,0.4163848857084909,0.8966931700706482,0.09853281080722809,internal,0.0,1.0
55106,19738,26351,0.8659657593838956,-0.49996556428927663,0.011736187608345843,0.0016447364672560246,0.3649527179259873,0.9193567916665168,0.018639062841733296,internal,0.0,1.0
55107,19738,32960,-0.8463489404203601,-0.4886397885800506,0.21195430655161787,0.0016828584474228045,0.3453448747887325,0.9193567916665168,0.018639062841733296,internal,0.0,1.0
55108,19738,-1,0.0,0.0,-1.0,0.001498313847377936,0.3529411764705872,0.9320764389188677,0.0,example1,0.0,0.0
55109,19739,36004,-0.0,-0.0,-1.0,0.0036321825249689965,0.4376926918824513,0.2645614643891652,0.5459969639778137,internal,0.0,1.0
55110,19739,33996,0.3162280313933981,0.0,0.9486832095916191,0.0028714920124676318,0.4447953005631764,0.2716640730698903,0.5530995726585388,internal,0.0,1.0
55111,19739,34884,-0.408248290463863,-0.408248290463863,0.816496580927726,0.0022242500151874703,0.4163848857084909,0.2716640730698903,0.5530995726585388,internal,0.0,1.0
55112,19740,21521,-0.0,-0.707106533936602,-0.7071070284364066,0.0012841717940424518,0.7146943211555481,0.768846333026886,0.07012239595254262,internal,0.0,1.0
55113,19741,-1,0.0,-0.0,-1.0,0.0014983004762848936,0.6764704096789879,0.7792485780253736,0.0,example1,0.0,0.0
55114,19741,31447,-1.8370549339717688e-15,0.973336460716989,0.22938207043909364,0.0016896759325199513,0.6702715427267778,0.7918367279671803,0.018639062841733296,internal,0.0,1.0
55115,19741,26244,0.7341505895041517,-0.42387354285358303,0.5304282530177463,0.0019400280729310374,0.6800752857391,0.7748559892359514,0.018639062841733296,internal,0.0,1.0
55116,19742,26252,-0.40824824288057215,0.8164964857611445,0.40824852838023395,0.0011121251372172391,0.7217969298362732,0.8185645937919617,0.09143020709355672,internal,0.0,1.0
55117,19744,24628,0.0,0.7071071932699822,-0.7071063691028727,0.00385250640155752,0.7573099335034689,0.825667162736257,0.14114843308925631,internal,0.0,1.0
55118,19744,33060,-0.9486831211325017,0.31622829677037895,0.0,0.0028714896027279327,0.7288995385169983,0.825667162736257,0.1695588479439418,internal,0.0,1.0
55119,19745,33067,-1.0,-0.0,0.0,0.0009080462662645061,0.6152577996253967,0.8114619851112366,0.08432760337988536,internal,0.0,1.0
55120,19745,33064,0.5773501346037789,-0.5773501346037789,-0.5773505383612256,0.0015727826354239543,0.6294630169868469,0.8114619851112366,0.08432760337988536,internal,0.0,1.0
55121,19746,29508,0.5773502018967257,0.5773502018967257,0.5773504037754024,0.001572783002054417,0.6436682343482971,0.8966931700706482,0.2547901024421056,internal,0.0,1.0
55122,19746,30781,0.0,1.0,0.0,0.0009080465837758561,0.6294630169868469,0.9108983874320984,0.24058489004770914,internal,0.0,1.0
55123,19746,24152,-0.7071067811865475,-0.7071067811865475,-0.0,0.0012841717940423726,0.6294630169868469,0.8966931700706482,0.2547901024421056,internal,0.0,1.0
55124,19747,19895,0.0,0.935546873383399,-0.35320255902604447,0.0012735576661407544,0.505812495946884,0.8612458194209821,0.03727812568346659,internal,0.0,1.0
55125,19748,26666,0.0,-0.8848674330614857,0.46584291977787645,0.0013464978084661975,0.5920451002962445,0.8158545739006585,0.03727812568346659,internal,0.0,1.0
55126,19748,26548,0.0,0.9333558172169916,0.35895252954562346,0.0012765464546554601,0.6018490218648719,0.8328354641709418,0.03727812568346659,internal,0.0,1.0
55127,19749,32554,-0.0,-0.0,1.0,0.0009080443611964029,0.7573099335034689,0.371100515127182,0.05591718852519989,internal,0.0,1.0
55128,19749,33059,0.7006300037029547,0.700628043821998,0.13504792527602255,0.0017005747963480414,0.764510308994966,0.38169806596187383,0.03727812568346659,internal,0.0,1.0
55129,19750,29811,0.9903849100824833,-0.0,-0.13833918418478414,0.0012030393913222785,0.7405012098013182,0.33630676083690525,0.03727812568346659,internal,0.0,1.0
55130,19750,23183,-0.6999468468514035,0.6999478258377496,-0.1419417228576055,0.001702232197716216,0.726295992439868,0.33630676083690525,0.03727812568346659,internal,0.0,1.0
55131,19752,27763,-0.45136708643099416,0.8633276643253955,-0.22568362212897242,0.004228603916506754,0.055041645963986724,0.46981298514566155,0.1390800256522857,internal,0.0,1.0
55132,19753,19754,-0.8147035650081166,-0.4646418167200477,-0.34693815488954105,0.0017523338765693588,0.15676839293049363,0.4093164136091246,0.018639062841733296,internal,0.0,1.0
55133,19754,-1,0.0,-0.0,-1.0,0.0014512113426799265,0.14765266028197857,0.40599581584578565,0.0,example1,0.0,0.0
55134,19755,23176,-0.40824790979733677,-0.8164969615939862,-0.40824790979733677,0.0022242474227204454,0.13228070239226028,0.5131525695323944,0.09853281080722809,internal,0.0,1.0
55135,19756,33102,1.0,-0.0,-0.0,0.0009080443611977351,0.10387028753757481,0.4989473819732666,0.07012239595254262,internal,0.0,1.0
55136,19756,27114,-0.5773498654317318,0.57735087482629,0.5773500673103613,0.0015727800690119084,0.08966507514317833,0.4989473819732666,0.07012239595254262,internal,0.0,1.0
55137,19757,19846,0.6360300262177052,-0.6360300262177037,-0.43695721930071413,0.0018732979210869093,0.3715616336055824,0.3816980659618732,0.03727812568346659,internal,0.0,1.0
55138,19758,-1,0.0,-0.0,-1.0,0.0014982037134713992,0.2941195276140243,0.32076421940380867,0.0,example1,0.0,0.0
55139,19758,25008,-5.7035973894160826e-06,0.9220999417925514,0.38695180231346954,0.001783440656404166,0.28752457578336643,0.32992325161644825,0.018639062841733296,internal,0.0,1.0
55140,19759,31076,-0.0,-0.0,1.0,0.0009080469012872048,0.30274322628974915,0.3853057324886322,0.05591718852519989,internal,0.0,1.0
55141,19760,33679,0.0,-0.514495878888821,-0.8574928516357554,0.00529477529484272,0.6862838864326477,0.24325365821520487,0.26899531980355584,internal,0.0,1.0
55142,19760,19763,0.5144955614169417,0.5144959212183894,0.6859943617347791,0.005294774859221089,0.6862838864326477,0.2716640730698903,0.2689953198035559,internal,0.0,1.0
55143,19761,33356,-0.5345228042308374,-0.8017836456356499,0.2672608414048125,0.001698797991549038,0.7360021074612936,0.3782031238079071,0.3187135557333629,internal,0.0,1.0
55144,19761,34508,0.2540005634198608,0.8890006397466168,0.38100075631486524,0.0035749773702805267,0.764412502447764,0.3782031238079071,0.3187135557333629,internal,0.0,1.0
55145,19761,34506,-0.0,0.7071067811865476,-0.7071067811865476,0.0012841704469557988,0.7431047161420187,0.3853057324886322,0.2974057495594025,internal,0.0,1.0
55146,19762,34277,-0.0,-0.7071067811865476,0.7071067811865476,0.0006420861215356157,0.6933864951133728,0.2787666618824005,0.3613291680812836,internal,0.0,1.0
55147,19762,30232,-0.4067912851592196,0.3982144333535822,0.8221594221240768,0.0024519704717315726,0.6795244969662635,0.2999052749916822,0.351260461169778,internal,0.0,1.0
55148,19763,20574,0.9486832759358111,-0.0,-0.31622783236093843,0.0028714938197725547,0.7146943211555481,0.2716640730698903,0.26899531980355584,internal,0.0,1.0
55149,19764,34355,-0.8164965809277097,0.40824843321370197,0.40824814771400675,0.002224250015187518,0.7999255061149597,0.4847421646118164,0.25479010740915936,internal,0.0,1.0
55150,19765,28915,-0.40824830235970494,0.8164965333444467,0.4082483737345683,0.002224248783765007,0.7288995186487833,0.3142796953519185,0.25479010740915936,internal,0.0,1.0
